review,Recommended IND
অতি শীগ্রই জাতীয় দলে ফেরার জন্য শুভকামনা রইল প্রিয় ভাই,excited
আজকের শর্ট গুলো দুর্দান্ত ছিল,happy
আগিয়ে যাও এই প্রত্যাশায় রাখি,excited
অামার পছন্দের টিমের প্রতি রইল অনেক অনেক শুভকামনা,happy
একটি অসাধারণ সেঞ্চুরি ইনিংস আশা করা জেতেই পারে,excited
দাদু ভালো কিছু আশাকরি তোমার কাছে,excited
আমার অপছন্দের তালিকায় শির্ষে থাকা তিন জন লিজেন্ড সৌম্যমিথুন মোসাদ্দেক স্যাররা সবাই আমাদের দলে,sad
হার্ড ডিটার লিটন দাস তোমার জন্য শুভ কামনা রইল,happy
লাভ লিটন দাস ক্যাপটেন্সি দেখতে চাই,excited
আপনি তো টেস্ট খেলতে পারেন না টেস্টকে টি টুয়েন্টি বানিয়ে দেন,angry
আহা এমন মহাখুশির দিনের কথা শুনে পরীক্ষার্থীদের অটো পাস দেওয়া হয়েছে ঐদিনের আনন্দের মতো ব্যাপক আনন্দ অনুভব করছি,happy
সব ভালো লাগছে মুসলমান হইলে আরো ভালো লাগতো,religious
এট তো গত বছরের পিক এবার নতুন পিক দিলেন না যে দাদা,surprised
তুমি খুব দারুণ খেলছো অভিনন্দন বস,happy
শত রান হলনা মনে কষ্ট পেলাম দাদা,sad
আসা করি তুমি দেশের হয়ে অনেক দূর এগিয়ে যাবে,excited
লিটন দাদু সেরা রান সংগ্রাহকের নামের তালিকায় আপনার নাম দেখতে চাই,excited
আমি খুব খুশি কারণ লিটনকে দলে নেয়া হয়েছে,happy
ধর্ষক দের আদালতে না নিয়ে সোজা ক্রস পায়ার করা হোক,angry
দাদা তোমার খেলা দেখিনা কতদিন হয়ে গেলসেই সংগে সকল টাইগারদের খুব মিস করতেছি,sad
লিটনতোমার ইনিংস গুলো ইউটিউবে রেগুলার দেখিনিউজিল্যান্ড সফরে আশা করি ভালো করবে,excited
